1024546564,4787,"Tec Reno Mack",9719,0,"39.52259","-119.70663","1955 E Greg St","Sparks","Nevada","89431","775-3567200","","","","","","","","",\N
1024546530,357,"Central Valley Truck Center",9719,0,"36.70282","-119.77265","2707 S East Ave","Fresno","California","93725","559-2669531","","","","","","","","",\N
1024546529,4787,"Central Valley Truck Center Mack",9719,0,"36.70282","-119.77265","2707 S East Ave","Fresno","California","93725","559-2669531","","","","","","","","",\N
1024546642,4787,"Tec La Mirada",9719,0,"33.87672","-118.01581","14800 Firestone Blvd","La Mirada","California","90638","","","","","","","","","",\N
1024546518,4787,"Western Truck Center",9719,0,"38.57634","-121.54228","3115 Coke St","West Sacramento","California","95691","916-3753040","","","","","","","","",\N
1024546519,357,"Western Truck Parts & Equipment",9719,0,"38.57634","-121.54228","3115 Coke St","West Sacramento","California","95691","916-3753040","","","","","","","","",\N
1024546638,4787,"Tec Oakland Mack",9719,0,"37.74478","-122.19661","8099 S Coliseum Way","Oakland","California","94621","510-5775528","","","","","","","","",\N
1024546639,357,"Tec Oakland",9719,0,"37.74478","-122.19661","8099 S Coliseum Way","Oakland","California","94621","510-5775528","","","","","","","","",\N
1024546423,357,"Western Truck Parts & Equipment",9719,0,"40.63378","-122.36543","1800 Twin View Blvd","Redding","California","96003","","","","","","","","","",\N
1024546483,357,"Carmenita Truck Center",9719,0,"33.89303","-118.0449","13443 Freeway Dr","Santa Fe Springs","California","90670","562-9211411","","","","","","","","",\N
1024546603,4787,"Kearny Mesa Truck Center",9719,0,"32.83691","-117.13592","5624 Kearny Villa Rd","San Diego","California","92123","858-5715495","","","","","","","","",\N
1024673722,357,"E-W Truck and Equipment",9719,0,"32.72999","-117.06177","6336 Federal Blvd","Lemon Grove","California","91945","619-2632111","","","","","","","","",\N
1024546489,357,"Paso Robles Truck Center",9719,0,"35.64391","-120.65807","2348 Golden Hill Rd","Paso Robles","California","93446","805-2381466","","","","","","","","",\N
1024546684,357,"Tec Fontana",9719,0,"34.07015","-117.49828","14085 Valley Blvd","Fontana","California","92335","909-3490200","","","","","","","","",\N
1024546683,4787,"Tec Fontana Mack",9719,0,"34.07015","-117.49828","14085 Valley Blvd","Fontana","California","92335","909-3490200","","","","","","","","",\N
1024546565,357,"Tec Reno",9719,0,"39.52259","-119.70663","1955 E Greg St","Sparks","Nevada","89431","","","","","","","","","",\N
1024546532,357,"Northwest Equipment Sales",9719,0,"43.58086","-116.25612","2405 Janeen St","Boise","Idaho","83709","208-3623400","","","","","","","","",\N
1024546531,4787,"Northwest Equipment Sales Mack",9719,0,"43.58086","-116.25612","2405 Janeen St","Boise","Idaho","83709","208-3623400","","","","","","","","",\N
1024704144,357,"Tri-State Truck & Equipment VOLVO",9719,0,"47.46269","-111.38312","5024 Tri Hill Frontage Rd","Great Falls","Montana","59404","406-4529551","","","","","","","","",\N
1024546661,357,"Tri-State Truck & Equipment",9719,0,"45.74986","-108.54944","5250 Midland Rd","Billings","Montana","59101","406-2453188","","","","","","","","",\N
1024658307,4787,"Cmi-Teco",9719,0,"42.86832","-106.35045","1750 S Loop Ave","Casper","Wyoming","82601","307-2666295","","","","","","","","",\N
1024546635,357,"Transport Equipment",9719,0,"46.94155","-114.12706","9300 Inspiration Dr","Missoula","Montana","59808","406-5419097","","","","","","","","",\N
1024546634,4787,"Transport Equipment Mack",9719,0,"46.94155","-114.12706","9300 Inspiration Dr","Missoula","Montana","59808","406-5419097","","","","","","","","",\N
1024546456,4787,"Northwest Equipment Sales",9719,0,"42.54827","-114.42147","2992 Kimberly Rd","Twin Falls","Idaho","83301","208-7343051","","","","","","","","",\N
